瘤痢,瘤痢疙,老矫,扁柯(∑C),浅加(m/s),浅氢(16规困),嚼档(%),泅瘤扁拘(hPa),惯傈樊(kW),浅氢_cos,浅氢_sin,傍扁剐档(kg/m^3),浅氢_墨抛绊府
184,力林,2024-08-13 02:00:00,28.3,2.3,160.0,70.0,1004.0,8.431,-0.9396926207859083,0.3420201433256689,1.160274836057008,巢浅
184,力林,2024-08-13 03:00:00,28.0,1.9,160.0,75.0,1004.1,9.913,-0.9396926207859083,0.3420201433256689,1.1615463605039764,巢浅
184,力林,2024-08-13 04:00:00,28.0,1.7,140.0,76.0,1004.1,11.484,-0.7660444431189779,0.6427876096865395,1.1615463605039764,巢悼浅
184,力林,2024-08-13 05:00:00,27.8,2.1,110.0,75.0,1004.4,12.413,-0.3420201433256687,0.9396926207859084,1.1626655520017768,悼浅
184,力林,2024-08-13 06:00:00,27.7,1.6,140.0,75.0,1004.8,13.826,-0.7660444431189779,0.6427876096865395,1.1635151950157363,巢悼浅
184,力林,2024-08-13 07:00:00,27.9,1.7,110.0,74.0,1005.1,17.395,-0.3420201433256687,0.9396926207859084,1.1630893799357132,悼浅
184,力林,2024-08-13 08:00:00,29.1,2.8,90.0,75.0,1005.3,28.1,6.123233995736766e-17,1.0,1.158702174036133,悼浅
184,力林,2024-08-13 09:00:00,29.8,4.4,70.0,72.0,1005.4,37.498,0.3420201433256688,0.9396926207859083,1.156139855549789,悼浅
184,力林,2024-08-13 10:00:00,30.9,5.3,70.0,64.0,1005.6,44.075,0.3420201433256688,0.9396926207859083,1.1521862966998302,悼浅
184,力林,2024-08-13 11:00:00,31.2,4.9,70.0,63.0,1005.5,51.864,0.3420201433256688,0.9396926207859083,1.150936114260542,悼浅
184,力林,2024-08-13 12:00:00,31.6,5.7,70.0,58.0,1005.3,41.707,0.3420201433256688,0.9396926207859083,1.1491968239620054,悼浅
184,力林,2024-08-13 13:00:00,31.6,6.1,70.0,62.0,1004.8,42.992,0.3420201433256688,0.9396926207859083,1.1486252548662321,悼浅
184,力林,2024-08-13 14:00:00,32.2,5.3,70.0,60.0,1004.7,44.064,0.3420201433256688,0.9396926207859083,1.146254165004411,悼浅
184,力林,2024-08-13 15:00:00,32.1,5.5,70.0,63.0,1004.3,46.672,0.3420201433256688,0.9396926207859083,1.146173171952653,悼浅
184,力林,2024-08-13 16:00:00,31.0,6.1,70.0,65.0,1004.1,49.202,0.3420201433256688,0.9396926207859083,1.1500893850592555,悼浅
184,力林,2024-08-13 17:00:00,30.1,6.3,50.0,69.0,1004.1,53.044,0.6427876096865394,0.766044443118978,1.153502675897024,合悼浅
184,力林,2024-08-13 18:00:00,30.8,4.9,50.0,67.0,1004.1,41.466,0.6427876096865394,0.766044443118978,1.1508461472800542,合悼浅
184,力林,2024-08-13 19:00:00,30.0,3.4,70.0,71.0,1004.4,25.422,0.3420201433256688,0.9396926207859083,1.1542279329537677,悼浅
184,力林,2024-08-13 20:00:00,29.5,2.2,110.0,73.0,1004.9,21.732,-0.3420201433256687,0.9396926207859084,1.156710337210876,悼浅
184,力林,2024-08-13 21:00:00,29.3,1.5,110.0,73.0,1005.4,17.463,-0.3420201433256687,0.9396926207859084,1.1580511464334884,悼浅
184,力林,2024-08-13 22:00:00,29.0,1.5,110.0,74.0,1005.7,19.043,-0.3420201433256687,0.9396926207859084,1.159546849736789,悼浅
184,力林,2024-08-13 23:00:00,28.7,2.0,110.0,75.0,1005.7,16.23,-0.3420201433256687,0.9396926207859084,1.1606992898723563,悼浅
184,力林,2024-08-14 00:00:00,28.7,1.3,110.0,74.0,1005.5,1.708,-0.3420201433256687,0.9396926207859084,1.1604684657120954,悼浅
184,力林,2024-08-14 01:00:00,28.5,0.8,90.0,74.0,1005.4,11.674,6.123233995736766e-17,1.0,1.1611223909789776,悼浅
184,力林,2024-08-14 02:00:00,28.2,2.4,110.0,75.0,1005.1,2.356,-0.3420201433256687,0.9396926207859084,1.161931501010939,悼浅
184,力林,2024-08-14 03:00:00,28.1,1.5,110.0,77.0,1005.0,4.241,-0.3420201433256687,0.9396926207859084,1.16220156246725,悼浅
184,力林,2024-08-14 04:00:00,28.0,1.6,140.0,77.0,1004.9,3.343,-0.7660444431189779,0.6427876096865395,1.1624718032770103,巢悼浅
184,力林,2024-08-14 05:00:00,27.8,1.0,110.0,78.0,1004.6,6.593,-0.3420201433256687,0.9396926207859084,1.162897066448611,悼浅
184,力林,2024-08-14 06:00:00,27.8,2.1,90.0,79.0,1004.9,19.86,6.123233995736766e-17,1.0,1.1632443381188624,悼浅
184,力林,2024-08-14 07:00:00,26.6,2.2,90.0,83.0,1005.9,19.634,6.123233995736766e-17,1.0,1.1690634025712945,悼浅
184,力林,2024-08-14 08:00:00,26.0,1.8,180.0,85.0,1005.7,28.367,-1.0,1.2246467991473532e-16,1.171175265411903,巢浅
184,力林,2024-08-14 09:00:00,27.4,1.2,90.0,82.0,1005.7,32.53,6.123233995736766e-17,1.0,1.1657197825585452,悼浅
184,力林,2024-08-14 10:00:00,28.8,3.1,70.0,77.0,1005.8,40.86,0.3420201433256688,0.9396926207859083,1.1604302625744598,悼浅
184,力林,2024-08-14 11:00:00,30.0,4.5,70.0,72.0,1005.6,41.033,0.3420201433256688,0.9396926207859083,1.1556069388473802,悼浅
184,力林,2024-08-14 12:00:00,29.7,4.8,50.0,72.0,1005.2,42.157,0.6427876096865394,0.766044443118978,1.1562915468582922,合悼浅
184,力林,2024-08-14 13:00:00,29.5,3.2,50.0,75.0,1005.2,26.041,0.6427876096865394,0.766044443118978,1.1570556582390015,合悼浅
184,力林,2024-08-14 14:00:00,29.5,4.4,70.0,76.0,1004.8,25.308,0.3420201433256688,0.9396926207859083,1.156595230201501,悼浅
184,力林,2024-08-14 15:00:00,29.3,3.1,110.0,75.0,1004.6,23.767,-0.3420201433256687,0.9396926207859084,1.1571296814273746,悼浅
184,力林,2024-08-14 16:00:00,30.2,4.0,70.0,71.0,1004.0,23.783,0.3420201433256688,0.9396926207859083,1.1530075797902923,悼浅
184,力林,2024-08-14 17:00:00,30.8,3.8,50.0,70.0,1003.7,18.702,0.6427876096865394,0.766044443118978,1.1503876885021318,合悼浅
184,力林,2024-08-14 18:00:00,30.4,4.9,50.0,68.0,1003.7,5.709,0.6427876096865394,0.766044443118978,1.1519036004619436,合悼浅
184,力林,2024-08-14 19:00:00,29.7,2.7,110.0,69.0,1003.8,2.552,-0.3420201433256687,0.9396926207859084,1.1546811129490189,悼浅
184,力林,2024-08-14 20:00:00,28.9,2.9,90.0,76.0,1004.1,2.654,6.123233995736766e-17,1.0,1.158085371513897,悼浅
184,力林,2024-08-14 21:00:00,28.5,1.8,90.0,78.0,1004.8,1.365,6.123233995736766e-17,1.0,1.1604294593750515,悼浅
184,力林,2024-08-14 22:00:00,28.5,2.1,70.0,77.0,1005.5,5.237,0.3420201433256688,0.9396926207859083,1.161237879579632,悼浅
184,力林,2024-08-14 23:00:00,28.2,0.9,90.0,77.0,1005.1,1.104,6.123233995736766e-17,1.0,1.161931501010939,悼浅
184,力林,2024-08-15 00:00:00,28.1,1.2,90.0,77.0,1004.9,2.039,6.123233995736766e-17,1.0,1.1620859205207357,悼浅
184,力林,2024-08-15 01:00:00,27.8,1.6,70.0,77.0,1004.9,6.762,0.3420201433256688,0.9396926207859083,1.1632443381188624,悼浅
184,力林,2024-08-15 02:00:00,27.8,1.9,90.0,75.0,1004.6,2.258,6.123233995736766e-17,1.0,1.162897066448611,悼浅
184,力林,2024-08-15 03:00:00,27.3,2.6,90.0,78.0,1004.7,24.01,6.123233995736766e-17,1.0,1.1649482752008549,悼浅
184,力林,2024-08-15 04:00:00,27.1,1.6,90.0,74.0,1004.1,5.967,6.123233995736766e-17,1.0,1.1650280981374606,悼浅
184,力林,2024-08-15 05:00:00,27.4,2.1,90.0,74.0,1004.2,0.555,6.123233995736766e-17,1.0,1.1639811132994842,悼浅
184,力林,2024-08-15 06:00:00,27.2,2.5,110.0,77.0,1004.2,2.367,-0.3420201433256687,0.9396926207859084,1.1647561964446809,悼浅
184,力林,2024-08-15 07:00:00,27.8,1.9,90.0,79.0,1004.7,4.175,6.123233995736766e-17,1.0,1.163012823672028,悼浅
184,力林,2024-08-15 08:00:00,28.4,1.3,90.0,76.0,1005.0,3.999,6.123233995736766e-17,1.0,1.1610453347479988,悼浅
184,力林,2024-08-15 09:00:00,28.9,2.2,70.0,76.0,1004.9,7.218,0.3420201433256688,0.9396926207859083,1.1590080568014292,悼浅
184,力林,2024-08-15 10:00:00,30.0,4.6,50.0,75.0,1005.2,8.295,0.6427876096865394,0.766044443118978,1.155147270216176,合悼浅
184,力林,2024-08-15 11:00:00,29.8,3.4,70.0,76.0,1005.2,14.649,0.3420201433256688,0.9396926207859083,1.1559098695033299,悼浅
184,力林,2024-08-15 12:00:00,30.3,2.8,90.0,64.0,1004.5,10.869,6.123233995736766e-17,1.0,1.1532016312780429,悼浅
184,力林,2024-08-15 13:00:00,31.3,4.9,70.0,69.0,1004.3,11.565,0.3420201433256688,0.9396926207859083,1.1491849589047374,悼浅
184,力林,2024-08-15 14:00:00,29.5,4.0,50.0,81.0,1004.3,16.416,0.6427876096865394,0.766044443118978,1.156019695154625,合悼浅
184,力林,2024-08-15 16:00:00,25.6,2.2,140.0,84.0,1004.5,13.404,-0.7660444431189779,0.6427876096865395,1.171344050247103,巢悼浅
184,力林,2024-08-15 17:00:00,27.1,1.5,90.0,81.0,1003.5,4.474,6.123233995736766e-17,1.0,1.1643319355452062,悼浅
184,力林,2024-08-15 18:00:00,28.3,2.3,160.0,79.0,1003.6,0.539,-0.9396926207859083,0.3420201433256689,1.1598125751661488,巢浅
184,力林,2024-08-15 19:00:00,27.7,2.6,50.0,81.0,1004.3,0.849,0.6427876096865394,0.766044443118978,1.1629362165150319,合悼浅
184,力林,2024-08-15 20:00:00,27.2,1.4,90.0,86.0,1004.4,1.823,6.123233995736766e-17,1.0,1.164988173380838,悼浅
184,力林,2024-08-15 21:00:00,27.0,1.8,70.0,84.0,1005.1,0.903,0.3420201433256688,0.9396926207859083,1.1665769043133314,悼浅
184,力林,2024-08-15 22:00:00,26.9,1.4,110.0,82.0,1005.3,2.669,-0.3420201433256687,0.9396926207859084,1.1671979073568446,悼浅
184,力林,2024-08-15 23:00:00,26.8,1.4,140.0,82.0,1005.3,2.607,-0.7660444431189779,0.6427876096865395,1.1675870381811007,巢悼浅
184,力林,2024-08-16 00:00:00,27.1,1.4,160.0,84.0,1005.0,0.045,-0.9396926207859083,0.3420201433256689,1.1660723420258419,巢浅
184,力林,2024-08-16 01:00:00,27.3,0.6,160.0,83.0,1005.6,4.291,-0.9396926207859083,0.3420201433256689,1.1659918239693239,巢浅
184,力林,2024-08-16 02:00:00,26.0,3.0,50.0,87.0,1005.2,36.383,0.6427876096865394,0.766044443118978,1.1705929967107933,合悼浅
184,力林,2024-08-16 03:00:00,25.7,0.9,230.0,87.0,1005.1,1.563,-0.6427876096865395,-0.7660444431189779,1.1716515236059777,巢辑浅
184,力林,2024-08-16 04:00:00,25.5,1.1,90.0,88.0,1004.9,5.742,6.123233995736766e-17,1.0,1.1722028580508006,悼浅
184,力林,2024-08-16 05:00:00,25.6,1.6,110.0,87.0,1005.5,7.927,-0.3420201433256687,0.9396926207859084,1.1725101468625807,悼浅
184,力林,2024-08-16 06:00:00,25.5,2.4,110.0,89.0,1005.6,7.844,-0.3420201433256687,0.9396926207859084,1.1730193990007813,悼浅
184,力林,2024-08-16 07:00:00,25.8,1.6,110.0,88.0,1005.3,11.626,-0.3420201433256687,0.9396926207859084,1.171492664667741,悼浅
184,力林,2024-08-16 08:00:00,26.1,1.3,70.0,87.0,1006.2,3.802,0.3420201433256688,0.9396926207859083,1.1713659693564165,悼浅
184,力林,2024-08-16 09:00:00,26.6,1.0,70.0,84.0,1005.8,2.144,0.3420201433256688,0.9396926207859083,1.1689471819328043,悼浅
184,力林,2024-08-16 10:00:00,28.1,1.4,90.0,78.0,1006.4,3.487,6.123233995736766e-17,1.0,1.163820549718448,悼浅
184,力林,2024-08-16 11:00:00,30.4,4.3,50.0,73.0,1006.1,7.506,0.6427876096865394,0.766044443118978,1.1546579779065074,合悼浅
184,力林,2024-08-16 12:00:00,30.2,4.7,50.0,74.0,1005.6,9.17,0.6427876096865394,0.766044443118978,1.1548450420688425,合悼浅
184,力林,2024-08-16 13:00:00,30.8,6.0,50.0,71.0,1005.5,6.206,0.6427876096865394,0.766044443118978,1.1524507530027832,合悼浅
184,力林,2024-08-16 14:00:00,30.1,4.0,50.0,69.0,1005.2,3.001,0.6427876096865394,0.766044443118978,1.1547663477857668,合悼浅
184,力林,2024-08-16 15:00:00,31.4,4.0,70.0,63.0,1005.0,5.496,0.3420201433256688,0.9396926207859083,1.1496083424503662,悼浅
184,力林,2024-08-16 16:00:00,31.8,4.3,50.0,64.0,1005.0,7.657,0.6427876096865394,0.766044443118978,1.1481004121766158,合悼浅
184,力林,2024-08-16 17:00:00,31.9,2.3,90.0,59.0,1004.8,4.151,6.123233995736766e-17,1.0,1.1474956447155689,悼浅
184,力林,2024-08-16 18:00:00,31.0,3.8,50.0,71.0,1004.9,5.147,0.6427876096865394,0.766044443118978,1.1510056996773685,合悼浅
184,力林,2024-08-16 19:00:00,29.6,4.4,70.0,78.0,1005.4,2.49,0.3420201433256688,0.9396926207859083,1.1569036143313247,悼浅
184,力林,2024-08-16 20:00:00,29.0,2.7,90.0,78.0,1006.1,2.179,6.123233995736766e-17,1.0,1.1600080396939279,悼浅
184,力林,2024-08-16 21:00:00,28.7,1.9,110.0,75.0,1006.8,0.19,-0.3420201433256687,0.9396926207859084,1.1619688227537917,悼浅
184,力林,2024-08-16 22:00:00,28.5,1.8,160.0,73.0,1007.4,0.127,-0.9396926207859083,0.3420201433256689,1.163432162992065,巢浅
184,力林,2024-08-16 23:00:00,28.0,1.4,180.0,75.0,1007.2,0.052,-1.0,1.2246467991473532e-16,1.1651324512494823,巢浅
184,力林,2024-08-17 00:00:00,27.4,1.1,180.0,75.0,1007.3,2.719,-1.0,1.2246467991473532e-16,1.1675743631015438,巢浅
184,力林,2024-08-17 01:00:00,27.1,1.5,180.0,76.0,1007.3,0.052,-1.0,1.2246467991473532e-16,1.1687409652961498,巢浅
184,力林,2024-08-17 02:00:00,27.0,1.7,180.0,77.0,1007.5,0.098,-1.0,1.2246467991473532e-16,1.1693624824352615,巢浅
184,力林,2024-08-17 03:00:00,26.7,1.9,160.0,76.0,1007.1,0.369,-0.9396926207859083,0.3420201433256689,1.1700677023758352,巢浅
184,力林,2024-08-17 04:00:00,26.6,2.5,160.0,73.0,1007.1,0.806,-0.9396926207859083,0.3420201433256689,1.170458050233175,巢浅
184,力林,2024-08-17 05:00:00,26.8,2.0,140.0,79.0,1007.5,1.124,-0.7660444431189779,0.6427876096865395,1.1701421873743747,巢悼浅
184,力林,2024-08-17 06:00:00,26.8,1.6,140.0,81.0,1007.2,2.734,-0.7660444431189779,0.6427876096865395,1.1697937579389284,巢悼浅
184,力林,2024-08-17 07:00:00,27.1,1.2,160.0,81.0,1007.6,1.35,-0.9396926207859083,0.3420201433256689,1.169089046592277,巢浅
184,力林,2024-08-17 08:00:00,28.1,1.1,90.0,80.0,1008.1,2.092,6.123233995736766e-17,1.0,1.1657864628091885,悼浅
184,力林,2024-08-17 09:00:00,29.8,2.7,90.0,75.0,1008.5,5.178,6.123233995736766e-17,1.0,1.1597046392699046,悼浅
184,力林,2024-08-17 10:00:00,30.1,4.5,70.0,73.0,1008.5,15.837,0.3420201433256688,0.9396926207859083,1.1585573634519954,悼浅
184,力林,2024-08-17 11:00:00,31.6,4.7,50.0,71.0,1008.3,25.627,0.6427876096865394,0.766044443118978,1.152626238536646,合悼浅
184,力林,2024-08-17 12:00:00,31.5,5.3,50.0,67.0,1007.9,33.239,0.6427876096865394,0.766044443118978,1.1525471775758847,合悼浅
184,力林,2024-08-17 13:00:00,30.4,3.5,70.0,71.0,1007.7,30.226,0.3420201433256688,0.9396926207859083,1.1564942295362166,悼浅
184,力林,2024-08-17 14:00:00,30.8,3.8,90.0,68.0,1007.5,15.617,6.123233995736766e-17,1.0,1.1547430468923958,悼浅
184,力林,2024-08-17 15:00:00,32.1,2.7,90.0,64.0,1006.8,4.432,6.123233995736766e-17,1.0,1.1490263362759443,悼浅
184,力林,2024-08-17 16:00:00,32.7,3.7,50.0,63.0,1006.5,6.218,0.6427876096865394,0.766044443118978,1.1464305304530649,合悼浅
184,力林,2024-08-17 17:00:00,32.0,4.0,50.0,68.0,1006.5,10.616,0.6427876096865394,0.766044443118978,1.1490603891170568,合悼浅
184,力林,2024-08-17 18:00:00,31.2,4.3,50.0,68.0,1006.5,14.528,0.6427876096865394,0.766044443118978,1.1520807548515521,合悼浅
184,力林,2024-08-17 19:00:00,30.2,4.7,50.0,72.0,1006.8,18.463,0.6427876096865394,0.766044443118978,1.1562231387777553,合悼浅
184,力林,2024-08-17 20:00:00,29.4,2.2,90.0,75.0,1007.4,6.72,6.123233995736766e-17,1.0,1.159971283974736,悼浅
184,力林,2024-08-17 21:00:00,28.9,2.1,70.0,77.0,1008.1,1.076,0.3420201433256688,0.9396926207859083,1.1626987979515582,悼浅
184,力林,2024-08-17 22:00:00,28.5,1.6,90.0,78.0,1008.4,5.158,6.123233995736766e-17,1.0,1.1645870489986085,悼浅
184,力林,2024-08-17 23:00:00,28.4,0.8,140.0,79.0,1008.2,4.485,-0.7660444431189779,0.6427876096865395,1.1647421955153556,巢悼浅
184,力林,2024-08-18 00:00:00,28.3,1.6,140.0,80.0,1008.3,8.243,-0.7660444431189779,0.6427876096865395,1.1652441406337464,巢悼浅
184,力林,2024-08-18 01:00:00,28.1,1.1,90.0,80.0,1008.0,4.303,6.123233995736766e-17,1.0,1.1656708208626745,悼浅
184,力林,2024-08-18 02:00:00,28.1,1.5,140.0,81.0,1007.6,4.44,-0.7660444431189779,0.6427876096865395,1.165208253076618,巢悼浅
184,力林,2024-08-18 03:00:00,27.9,1.5,140.0,82.0,1007.3,1.618,-0.7660444431189779,0.6427876096865395,1.1656351929253246,巢悼浅
184,力林,2024-08-18 04:00:00,27.9,2.0,140.0,78.0,1007.4,3.587,-0.7660444431189779,0.6427876096865395,1.1657509116975797,巢悼浅
184,力林,2024-08-18 05:00:00,27.8,1.7,110.0,79.0,1007.3,4.203,-0.3420201433256687,0.9396926207859084,1.1660225114808738,悼浅
184,力林,2024-08-18 06:00:00,27.7,1.7,110.0,82.0,1007.2,6.419,-0.3420201433256687,0.9396926207859084,1.166294291819118,悼浅
184,力林,2024-08-18 07:00:00,27.8,1.3,110.0,82.0,1007.3,13.588,-0.3420201433256687,0.9396926207859084,1.1660225114808738,悼浅
184,力林,2024-08-18 08:00:00,29.0,2.9,110.0,75.0,1007.4,14.826,-0.3420201433256687,0.9396926207859084,1.1615069070546296,悼浅
184,力林,2024-08-18 09:00:00,29.0,3.1,50.0,80.0,1007.6,13.499,0.6427876096865394,0.766044443118978,1.1617375020331993,合悼浅
184,力林,2024-08-18 10:00:00,31.0,3.3,110.0,65.0,1007.5,17.867,-0.3420201433256687,0.9396926207859084,1.1539837221862363,悼浅
184,力林,2024-08-18 11:00:00,32.2,4.4,50.0,63.0,1007.4,30.436,0.6427876096865394,0.766044443118978,1.1493345733307887,合悼浅
184,力林,2024-08-18 12:00:00,30.8,5.5,50.0,69.0,1006.9,50.586,0.6427876096865394,0.766044443118978,1.154055358725512,合悼浅
184,力林,2024-08-18 13:00:00,31.3,4.4,90.0,67.0,1006.5,60.178,6.123233995736766e-17,1.0,1.1517023410710128,悼浅
184,力林,2024-08-18 14:00:00,32.6,3.6,70.0,57.0,1006.2,55.157,0.3420201433256688,0.9396926207859083,1.146463667473124,悼浅
184,力林,2024-08-18 15:00:00,32.5,3.8,70.0,58.0,1005.8,55.347,0.3420201433256688,0.9396926207859083,1.1463828489591301,悼浅
184,力林,2024-08-18 16:00:00,31.0,5.2,50.0,62.0,1005.6,33.066,0.6427876096865394,0.766044443118978,1.1518074749682177,合悼浅
184,力林,2024-08-18 17:00:00,31.0,5.4,50.0,68.0,1005.0,29.635,0.6427876096865394,0.766044443118978,1.1511202390046327,合悼浅
184,力林,2024-08-18 18:00:00,30.4,3.8,90.0,70.0,1005.1,28.869,6.123233995736766e-17,1.0,1.1535103206379391,悼浅
184,力林,2024-08-18 19:00:00,29.6,3.1,70.0,74.0,1005.3,29.455,0.3420201433256688,0.9396926207859083,1.1567885453424316,悼浅
184,力林,2024-08-18 20:00:00,29.0,3.1,70.0,77.0,1005.7,24.413,0.3420201433256688,0.9396926207859083,1.159546849736789,悼浅
184,力林,2024-08-18 21:00:00,28.7,3.0,70.0,78.0,1006.1,14.073,0.3420201433256688,0.9396926207859083,1.1611609381928782,悼浅
184,力林,2024-08-18 22:00:00,28.7,2.0,90.0,77.0,1006.3,13.449,6.123233995736766e-17,1.0,1.1613917623531393,悼浅
184,力林,2024-08-18 23:00:00,28.6,2.8,90.0,77.0,1006.2,15.54,6.123233995736766e-17,1.0,1.1616611974479127,悼浅
184,力林,2024-08-19 00:00:00,28.6,1.9,110.0,75.0,1006.2,4.176,-0.3420201433256687,0.9396926207859084,1.1616611974479127,悼浅
184,力林,2024-08-19 01:00:00,28.3,0.9,160.0,70.0,1005.5,2.896,-0.9396926207859083,0.3420201433256689,1.162008314397731,巢浅
184,力林,2024-08-19 02:00:00,27.7,1.4,160.0,70.0,1005.5,1.298,-0.9396926207859083,0.3420201433256689,1.1643257649167227,巢浅
184,力林,2024-08-19 03:00:00,27.3,1.9,160.0,71.0,1005.4,1.691,-0.9396926207859083,0.3420201433256689,1.1657599242429975,巢浅
184,力林,2024-08-19 04:00:00,27.3,1.5,110.0,78.0,1005.0,1.366,-0.3420201433256687,0.9396926207859084,1.1652961247903446,悼浅
184,力林,2024-08-19 05:00:00,27.3,1.7,90.0,81.0,1004.8,3.655,6.123233995736766e-17,1.0,1.1650642250640182,悼浅
184,力林,2024-08-19 06:00:00,27.7,2.0,90.0,79.0,1004.5,6.817,6.123233995736766e-17,1.0,1.1631678079153136,悼浅
184,力林,2024-08-19 07:00:00,28.4,3.2,110.0,78.0,1004.6,11.761,-0.3420201433256687,0.9396926207859084,1.1605832271520793,悼浅
184,力林,2024-08-19 08:00:00,29.6,4.2,110.0,72.0,1004.8,7.564,-0.3420201433256687,0.9396926207859084,1.1562132003979662,悼浅
184,力林,2024-08-19 09:00:00,31.2,3.9,90.0,63.0,1005.0,7.093,6.123233995736766e-17,1.0,1.150363793965037,悼浅
184,力林,2024-08-19 10:00:00,32.6,3.9,90.0,62.0,1005.3,15.871,6.123233995736766e-17,1.0,1.1454382080210013,悼浅
184,力林,2024-08-19 11:00:00,33.3,4.3,110.0,53.0,1004.9,17.068,-0.3420201433256687,0.9396926207859084,1.1423670535384944,悼浅
184,力林,2024-08-19 12:00:00,34.2,4.3,90.0,51.0,1004.3,18.17,6.123233995736766e-17,1.0,1.1383418276835768,悼浅
184,力林,2024-08-19 13:00:00,34.2,4.1,90.0,53.0,1004.0,18.084,6.123233995736766e-17,1.0,1.138001787308883,悼浅
184,力林,2024-08-19 14:00:00,34.8,4.2,90.0,50.0,1003.9,18.591,6.123233995736766e-17,1.0,1.135671414817333,悼浅
184,力林,2024-08-19 15:00:00,34.5,4.2,110.0,54.0,1003.4,14.782,-0.3420201433256687,0.9396926207859084,1.1362126654024405,悼浅
184,力林,2024-08-19 16:00:00,34.7,4.3,70.0,53.0,1002.9,10.627,0.3420201433256688,0.9396926207859083,1.1349086919900075,悼浅
184,力林,2024-08-19 17:00:00,32.3,6.0,50.0,70.0,1003.1,13.915,0.6427876096865394,0.766044443118978,1.1440540681024673,合悼浅
184,力林,2024-08-19 18:00:00,31.4,3.4,70.0,69.0,1003.1,18.988,0.3420201433256688,0.9396926207859083,1.1474349535442412,悼浅
184,力林,2024-08-19 19:00:00,30.2,3.7,50.0,80.0,1003.3,11.598,0.6427876096865394,0.766044443118978,1.1522036900434265,合悼浅
184,力林,2024-08-19 20:00:00,30.0,2.3,90.0,78.0,1004.1,8.185,6.123233995736766e-17,1.0,1.1538831814803645,悼浅
184,力林,2024-08-19 21:00:00,29.7,1.8,110.0,75.0,1005.0,5.484,-0.3420201433256687,0.9396926207859084,1.1560614848712532,悼浅
184,力林,2024-08-19 22:00:00,29.4,1.8,90.0,77.0,1005.3,8.617,6.123233995736766e-17,1.0,1.1575532378199347,悼浅
184,力林,2024-08-19 23:00:00,29.2,1.7,70.0,79.0,1005.6,4.457,0.3420201433256688,0.9396926207859083,1.1586646056278598,悼浅
184,力林,2024-08-20 00:00:00,29.1,1.7,90.0,78.0,1005.8,115.27,6.123233995736766e-17,1.0,1.1592784707505646,悼浅
184,力林,2024-08-20 01:00:00,28.8,1.2,70.0,78.0,1005.6,2.428,0.3420201433256688,0.9396926207859083,1.1601995148586963,悼浅
184,力林,2024-08-20 02:00:00,28.4,1.3,290.0,76.0,1005.4,4.439,0.342020143325669,-0.9396926207859083,1.1615074423439185,辑浅
184,力林,2024-08-20 03:00:00,28.3,0.7,160.0,75.0,1005.4,6.506,-0.9396926207859083,0.3420201433256689,1.161892749175016,巢浅
184,力林,2024-08-20 04:00:00,28.0,0.9,70.0,75.0,1005.3,12.953,0.3420201433256688,0.9396926207859083,1.1629345246635272,悼浅
184,力林,2024-08-20 05:00:00,28.1,1.4,160.0,73.0,1005.2,10.787,-0.9396926207859083,0.3420201433256689,1.1624328463602782,巢浅
184,力林,2024-08-20 06:00:00,28.2,1.0,20.0,75.0,1004.7,24.186,0.9396926207859084,0.3420201433256687,1.161469086723401,合浅
184,力林,2024-08-20 07:00:00,28.6,1.5,250.0,73.0,1004.8,55.343,-0.34202014332566855,-0.9396926207859084,1.1600448928599312,辑浅
184,力林,2024-08-20 08:00:00,30.2,3.1,50.0,68.0,1004.5,67.829,0.6427876096865394,0.766044443118978,1.1535817867523392,合悼浅
184,力林,2024-08-20 09:00:00,31.4,2.5,230.0,65.0,1004.5,88.961,-0.6427876096865395,-0.7660444431189779,1.149036398001386,巢辑浅
184,力林,2024-08-20 10:00:00,32.4,2.3,140.0,63.0,1005.3,136.988,-0.7660444431189779,0.6427876096865395,1.1461879630254337,巢悼浅
184,力林,2024-08-20 11:00:00,32.6,3.7,110.0,65.0,1004.7,162.479,-0.3420201433256687,0.9396926207859084,1.144754568386253,悼浅
184,力林,2024-08-20 12:00:00,31.9,2.5,90.0,69.0,1004.6,166.552,6.123233995736766e-17,1.0,1.1472672419200443,悼浅
184,力林,2024-08-20 13:00:00,31.1,4.0,160.0,75.0,1003.6,202.614,-0.9396926207859083,0.3420201433256689,1.1491388686403798,巢浅
184,力林,2024-08-20 14:00:00,30.7,2.4,200.0,75.0,1003.3,229.236,-0.9396926207859084,-0.34202014332566866,1.150307682654841,巢浅
184,力林,2024-08-20 15:00:00,31.9,3.8,140.0,71.0,1001.9,198.293,-0.7660444431189779,0.6427876096865395,1.1441838041804622,巢悼浅
184,力林,2024-08-20 16:00:00,31.8,3.2,160.0,73.0,1001.0,207.39,-0.9396926207859083,0.3420201433256689,1.1435308582973058,巢浅
184,力林,2024-08-20 17:00:00,32.5,2.1,320.0,67.0,1001.2,220.048,0.7660444431189778,-0.6427876096865396,1.1411398969754236,合辑浅
184,力林,2024-08-20 18:00:00,31.8,3.2,20.0,73.0,1001.8,215.914,0.9396926207859084,0.3420201433256687,1.1444447690731678,合浅
184,力林,2024-08-20 19:00:00,30.7,3.3,320.0,81.0,1002.9,223.602,0.7660444431189778,-0.6427876096865396,1.149849072993661,合辑浅
184,力林,2024-08-20 20:00:00,30.1,2.6,20.0,81.0,1003.0,210.738,0.9396926207859084,0.3420201433256687,1.152239004008281,合浅
